Papel   Cotacao P/L        P/VP    PSR        DY      P/Ativo    P/Cap.Giro P/EBIT     P/ACL       EV/EBIT     EV/EBITDA Mrg.Ebit    Mrg.Liq.    Liq.Corr. ROIC        ROE   Liq.2meses
HBRE3   5.04    9.86       0.27    3.413      0.00    0.121      124.00     2.01       -0.34       5.83        5.79    1.7008      0.7686      1.02    0.063       0.0276 1201810.00
TCSL4   7.82    9.95       0.83    1.105      0.00    0.475      8.93       5.69       -2.20       5.61        2.18    0.1944      0.1111      1.34    0.0967      0.0833 0.00   
FIGE4   38.01   9.98       0.57    0.000      0.0011  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0571 0.00   
BMGB4   2.62    9.98       0.39    0.000      0.0631  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0393 1507640.00
ENGI4   8.31    10.03      1.41    0.625      0.0361  0.260      -45.18     2.93       -0.48       7.32        5.83    0.2135      0.0825      0.98    0.1008      0.1402 105543.00
BMIN3   20.00   10.06      0.70    0.000      0.071   0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.07  800.23 
UNIP6   75.18   10.07      2.78    1.373      0.0255  1.260      6.14       6.11       -10.96      5.91        4.95    0.2246      0.1368      1.92    0.298       0.2761 12899900.00
BBDC3   14.15   10.14      0.94    0.000      0.0649  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0924 85828200.00
WLMM4   29.60   10.20      1.61    0.509      0.04    1.306      2.98       8.44       3.50        7.73        7.46    0.0603      0.0499      4.54    0.1834      0.1577 82091.10
MRSL3   3.30    10.25      0.99    0.883      0.00    0.658      2.37       16.32      6.28        17.74       9.50    0.0541      0.0869      2.78    0.0444      0.0963 0.00   
TRFO3   4.53    10.32      2.58    0.804      0.00    1.039      4.65       5.52       7.37        5.12        5.12    0.1458      0.078       1.43    0.2763      0.2501 0.00   
BESP3   330.00  10.38      2.47    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.2377 0.00   
FIQE3   3.69    10.40      1.24    1.588      0.042   0.677      6.63       7.16       -4.29       6.70        3.15    0.2219      0.1527      1.53    0.1238      0.119 867891.00
TCOC4   27.20   10.43      1.26    1.558      0.00    0.915      2.65       10.14      3.07        7.89        7.89    0.1537      0.1493      2.53    0.1398      0.1206 0.00   
UNIP5   78.00   10.45      2.89    1.424      0.0254  1.307      6.37       6.34       -11.37      6.14        5.14    0.2246      0.1368      1.92    0.298       0.2761 15260.20
ETER4   9.85    10.45      0.86    0.525      0.00    0.487      1.95       7.39       9.00        8.68        6.09    0.071       0.0502      2.07    0.0727      0.0819 0.00   
EGIE3   43.26   10.47      4.18    3.169      0.0686  0.896      68.28      6.39       -1.49       9.07        7.77    0.4957      0.3028      1.09    0.1548      0.3997 62455100.00
ECOR3   8.44    10.49      2.13    0.726      0.0108  0.248      -6.08      2.18       -0.35       6.96        5.48    0.3332      0.0718      0.81    0.1341      0.2034 28767900.00
EQPA6   10.05   10.52      4.99    2.228      0.0147  1.548      14.25      7.11       -4.44       8.26        7.26    0.3132      0.2118      1.47    0.2683      0.4739 0.00   
TRFO4   4.70    10.70      2.68    0.835      0.00    1.078      4.82       5.73       7.65        5.33        5.33    0.1458      0.078       1.43    0.2763      0.2501 0.00   
SOND6   54.20   10.71      2.32    0.786      0.1124  1.381      4.06       3.60       6.65        2.90        2.68    0.2184      0.0734      2.25    0.5507      0.2162 909.93 
SMLS3   22.40   10.78      4.09    4.212      0.00    1.017      18.78      10.37      -6.72       10.13       9.06    0.4062      0.3907      1.10    0.1069      0.3796 0.00   
BESP4   344.00  10.82      2.57    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.2377 0.00   
BRIT3   3.18    10.86      0.96    1.210      0.0102  0.456      3.53       4.91       -1.54       7.44        3.56    0.2464      0.1112      2.30    0.1137      0.0888 1462760.00
SOND5   55.00   10.87      2.35    0.798      0.1108  1.401      4.12       3.65       6.75        2.95        2.73    0.2184      0.0734      2.25    0.5507      0.2162 392.50 
TAEE3   12.11   10.94      1.88    4.875      0.0802  0.644      4.70       7.93       -1.46       13.26       13.11   0.6144      0.4457      2.71    0.0897      0.172 1693070.00
TAEE11  36.40   10.96      1.89    4.885      0.0801  0.646      4.71       7.95       -1.47       13.27       13.12   0.6144      0.4457      2.71    0.0897      0.172 72984700.00
PDTC3   3.18    11.04      1.64    0.655      0.00    0.462      1.26       6.83       -22.59      8.58        5.22    0.0959      0.0593      2.10    0.0889      0.1489 221561.00
LAND3   16.14   11.04      2.19    16.019     0.0839  1.681      -43.38     23.32      -7.93       24.83       23.31   0.687       1.4507      0.35    0.0724      0.1983 2049300.00
TAEE4   12.23   11.05      1.90    4.923      0.0794  0.651      4.75       8.01       -1.48       13.33       13.18   0.6144      0.4457      2.71    0.0897      0.172 2961560.00
GRNL4   470.00  11.09      1.07    7.231      0.00    0.975      8.04       -64.72     15.01       -63.22      -63.22  -0.1117     0.6519      4.35    -0.0165     0.0969 0.00   
ELUM3   36.00   11.12      1.50    0.940      0.00    0.886      2.31       14.76      2.51        10.02       10.02   0.0637      0.0846      2.02    0.094       0.1347 0.00   
RAIZ4   3.66    11.18      1.72    0.169      0.0618  0.309      10.62      4.03       -0.90       8.44        4.61    0.0421      0.0158      1.07    0.0987      0.1535 77295900.00
RIPI3   48.01   11.23      -28.94  -7.449     0.00    7.092      -59.55     -8.79      -16.76      -9.31       -9.31   0.847       -0.6631     0.87    -0.991      -2.5761 0.00   
CZLT33  29.23   11.24      1.39    0.526      0.00    0.145      1.87       3.10       -0.29       10.26       4.03    0.1697      0.0914      1.58    0.0531      0.1236 0.00   
RIPI4   48.50   11.35      -29.24  -7.525     0.00    7.164      -60.16     -8.88      -16.93      -9.40       -9.40   0.847       -0.6631     0.87    -0.991      -2.5761 0.00   
GRND3   6.52    11.37      1.69    2.414      0.2127  1.522      2.76       15.90      2.80        14.01       11.17   0.1518      0.2123      7.09    0.1227      0.1485 9079700.00
FESA3   61.92   11.40      1.68    2.097      0.0481  1.322      4.49       10.80      6.84        9.44        6.69    0.1943      0.184       3.60    0.1661      0.1476 2223.80
EBCO4   1.00    11.46      0.80    0.330      0.00    0.351      50.21      8.51       -14.31      8.26        8.26    0.0388      0.029       1.01    0.0504      0.07  0.00   
BBDC4   16.13   11.56      1.07    0.000      0.0626  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0924 561603000.00
TEMP3   4.15    11.64      4.92    0.980      0.00    2.014      9.98       10.60      19.39       9.55        7.74    0.0925      0.0842      1.41    0.3449      0.4227 0.00   
ALUP3   9.50    11.66      1.15    2.744      0.0609  0.307      3.42       3.88       -0.72       7.87        7.37    0.7064      0.3794      1.89    0.0881      0.0987 129216.00
BPAC5   8.99    11.70      2.17    0.000      0.0276  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1851 79956.40
ALUP11  28.60   11.70      1.16    2.754      0.0607  0.308      3.43       3.90       -0.72       7.88        7.38    0.7064      0.3794      1.89    0.0881      0.0987 19806900.00
DIRR3   19.65   11.76      1.76    1.512      0.0308  0.474      1.41       8.74       -1.96       8.68        7.52    0.173       0.1528      3.56    0.0682      0.1499 42701600.00
PTNT3   10.75   11.78      1.38    0.651      0.0197  0.603      2.24       9.25       16.26       10.84       7.06    0.0704      0.0811      2.11    0.0909      0.117 7606.90
NAFG3   64.37   11.80      2.76    1.102      0.00    1.153      3.20       7.35       60.48       8.64        6.57    0.1499      0.0928      2.52    0.1992      0.2342 0.00   
NAFG4   64.42   11.81      2.76    1.103      0.00    1.154      3.20       7.36       60.52       8.65        6.57    0.1499      0.0928      2.52    0.1992      0.2342 0.00   
ALUP4   9.62    11.81      1.17    2.779      0.0601  0.311      3.46       3.93       -0.73       7.92        7.42    0.7064      0.3794      1.89    0.0881      0.0987 169794.00
CURY3   16.80   11.87      5.31    1.847      0.0469  1.556      3.70       8.46       22.11       7.66        7.41    0.2183      0.1613      2.34    0.3056      0.4476 29553200.00
HYPE3   33.20   11.89      1.85    2.568      0.0371  0.866      5.51       7.97       -4.41       10.85       10.02   0.3224      0.2164      1.89    0.1214      0.1553 119196000.00
ENMT3   62.99   11.96      3.89    1.916      0.0564  1.091      42.35      6.88       -2.48       9.15        8.07    0.2784      0.1602      1.10    0.1758      0.325 153000.00
FIBR3   66.30   12.03      2.59    2.010      0.0759  0.899      9.59       5.13       -2.54       7.17        5.29    0.3918      0.1675      1.46    0.2295      0.2157 0.00   
MELK3   4.22    12.03      0.74    0.861      0.1125  0.358      0.65       23.84      1.08        19.33       17.22   0.0361      0.0893      3.08    0.0189      0.0617 965490.00
EBCO3   1.05    12.03      0.84    0.346      0.00    0.368      52.72      8.94       -15.02      8.68        8.68    0.0388      0.029       1.01    0.0504      0.07  0.00   
GMAT3   6.23    12.04      1.66    0.544      0.00    0.914      2.26       10.80      5.22        12.79       9.86    0.0504      0.0457      2.90    0.1096      0.138 37097700.00
BEEF3   7.28    12.11      7.04    0.160      0.0757  0.171      0.63       2.21       -0.46       6.68        5.30    0.0727      0.0127      1.87    0.1588      0.5814 96908500.00
MPLU3   26.80   12.20      17.37   6.877      0.00    2.676      50.65      10.34      66.01       7.71        7.28    0.6652      0.5637      1.06    1.2957      1.424 0.00   
ODPV3   11.02   12.38      4.15    2.890      0.0338  2.928      -150.95    9.09       -39.07      8.57        8.03    0.3179      0.2335      0.92    0.3931      0.335 15855400.00
AMPI3   55.00   12.41      2.74    0.247      0.00    0.177      5.68       0.98       -0.68       1.99        1.73    0.2518      0.1511      1.12    0.2122      0.2209 0.00   
CMIN3   7.00    12.46      3.36    2.214      0.1019  1.296      4.30       6.55       -8.16       6.18        5.25    0.3378      0.1776      2.96    0.3373      0.2692 62902700.00
ENMT4   66.00   12.53      4.07    2.007      0.0538  1.144      44.37      7.21       -2.60       9.48        8.36    0.2784      0.1602      1.10    0.1758      0.325 6044.95
ENGI11  52.16   12.59      1.77    0.784      0.0288  0.326      -56.72     3.67       -0.61       8.07        6.43    0.2135      0.0825      0.98    0.1008      0.1402 112985000.00
MILS3   12.56   12.64      2.22    2.313      0.0232  1.123      5.11       6.76       -8.85       7.80        5.41    0.3422      0.183       2.49    0.2247      0.1759 10005200.00
TMGC7   800.01  12.68      1.63    1.164      0.00    1.120      6.77       17.85      11.96       16.52       16.52   0.0652      0.0918      1.69    0.0873      0.1283 0.00   
BRML3   8.26    12.72      0.60    4.433      0.00    0.383      -332.15    7.47       -1.39       9.27        9.27    0.593       0.3886      0.99    0.0544      0.047 0.00   
UGPA3   24.72   12.74      2.17    0.214      0.0142  0.757      3.40       5.95       -5.38       7.61        6.16    0.036       0.0174      1.81    0.1843      0.1703 156035000.00
FRAS3   15.41   12.81      2.16    1.226      0.027   1.054      2.98       7.04       11.46       6.81        5.60    0.1741      0.0973      2.44    0.2312      0.1686 7584230.00
ESTC11  23.50   12.87      0.75    0.482      0.00    0.247      2.78       2.98       -0.61       8.10        4.17    0.162       0.038       1.52    0.0969      0.0581 0.00   
SANB3   14.41   12.88      1.28    0.000      0.0551  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.099 2193220.00
VBBR3   22.62   12.95      1.94    0.160      0.0362  0.643      2.08       6.66       -5.11       9.08        7.97    0.0241      0.0124      2.31    0.13        0.1501 236041000.00
UCAS3   2.67    12.96      0.90    0.797      0.068   0.580      31.41      33.32      -16.95      29.60       11.66   0.0239      0.0615      1.06    0.0204      0.0691 93164.90
AVIL3   0.93    12.97      4.16    2.338      0.00    2.227      3.89       10.00      9.02        9.40        9.40    0.2338      0.1801      5.14    0.4099      0.3203 0.00   
LOGN3   46.66   12.99      5.10    2.186      0.00    1.438      16.60      15.80      -3.38       18.58       11.03   0.1384      0.1683      1.42    0.1109      0.3927 2916180.00
DXTG4   3.68    13.02      1.32    0.675      0.00    0.689      2.44       6.26       7.48        6.33        6.33    0.1078      0.066       2.77    0.1231      0.101 0.00   
CPLE3   8.75    13.04      1.12    1.183      0.0347  0.469      6.04       7.62       -1.38       10.42       7.45    0.1552      0.091       1.48    0.0714      0.0861 44092200.00
WEGE4   16.10   13.05      4.19    2.117      0.00    2.247      7.02       9.71       9.30        9.30        8.54    0.218       0.166       1.86    0.3156      0.3213 0.00   
SFSA4   4.40    13.10      0.82    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0625 0.00   
LUXM3   10.00   13.14      1.72    1.522      0.00    1.253      3056.47    8.24       -9.41       7.92        5.03    0.1847      0.1158      1.00    0.1686      0.131 0.00   
GETI3   14.45   13.19      3.44    1.916      0.00    1.314      -15.63     6.98       -3.19       8.20        6.76    0.2743      0.1452      0.71    0.227       0.2609 0.00   
GETI4   14.46   13.20      3.44    1.917      0.00    1.315      -15.64     6.99       -3.20       8.20        6.76    0.2743      0.1452      0.71    0.227       0.2609 0.00   
CALI4   50.00   13.22      5.79    1.185      0.00    0.922      8.14       12.44      -1.64       15.00       14.70   0.0952      0.0896      1.69    0.0834      0.4382 0.00   
TCSA3   2.99    13.32      0.37    0.544      0.00    0.142      0.41       -7.61      -1.34       -26.34      -39.87  -0.0715     0.0451      2.97    -0.0213     0.0279 284767.00
FIEI3   12.00   13.34      0.35    10.515     0.00    0.295      -9.24      -4.00      -3.94       -3.51       -3.61   -2.6292     0.7775      0.73    -0.0793     0.0263 1284.43
INTB3   21.21   13.34      2.82    1.671      0.0078  1.472      3.23       14.30      5.80        13.75       11.80   0.1168      0.1256      2.68    0.1793      0.211 31039500.00
RGEG3   3.00    13.42      1.60    0.770      0.00    0.609      -98.28     6.23       -1.76       10.04       11.70   0.1236      0.0574      0.98    0.1169      0.119 0.00   
BRIV4   10.40   13.72      0.54    0.000      0.0613  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0392 54337.60
SANB11  30.70   13.72      1.36    0.000      0.0543  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.099 73287900.00
CPLE11  46.30   13.80      1.19    1.252      0.0355  0.496      6.40       8.07       -1.46       10.87       7.77    0.1552      0.091       1.48    0.0714      0.0861 15853500.00
ABEV3   13.30   13.89      2.32    2.542      0.0573  1.519      56.52      12.32      -23.81      11.50       8.47    0.2063      0.1882      1.11    0.165       0.1671 322972000.00
VITT3   10.43   13.97      2.41    2.008      0.058   1.628      4.15       13.47      5.41        14.68       12.40   0.1491      0.1417      2.67    0.1353      0.1727 2505890.00
UGPA4   27.10   13.97      2.38    0.235      0.00    0.830      3.73       6.52       -5.90       8.18        6.62    0.036       0.0174      1.81    0.1843      0.1703 0.00   
LOGG3   22.30   13.97      0.62    9.674      0.0412  0.375      3.75       12.78      -1.66       20.68       20.29   0.7569      0.7068      2.52    0.0318      0.0442 6244800.00
SBFG3   10.50   14.01      1.04    0.374      0.0129  0.311      1.45       5.47       -1.68       11.80       6.23    0.0683      0.0266      1.71    0.0644      0.0742 27154700.00
ARCE3   54.00   14.01      2.60    2.461      0.00    1.726      11.33      8.89       102.03      9.07        9.07    0.277       0.1946      1.97    0.2204      0.1859 0.00   
CPLE6   9.41    14.03      1.21    1.272      0.0355  0.504      6.50       8.20       -1.49       11.00       7.87    0.1552      0.091       1.48    0.0714      0.0861 170628000.00
BRIV3   10.65   14.04      0.55    0.000      0.0149  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0392 9147.42
PFRM3   5.30    14.10      0.52    0.077      0.0327  0.140      0.74       1.74       3.64        3.15        2.28    0.0441      0.0061      1.37    0.1353      0.0369 1063710.00
TMGC11  900.00  14.26      1.83    1.309      0.00    1.260      7.62       20.08      13.46       18.75       18.75   0.0652      0.0918      1.69    0.0873      0.1283 0.00   
BPAN4   7.80    14.35      1.24    0.000      0.0328  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0862 16271500.00
TNCP4   182.60  14.42      2.49    3.091      0.00    1.696      52.65      11.85      -22.30      11.88       8.72    0.2608      0.2144      1.15    0.1648      0.1729 0.00   
SANB4   16.26   14.53      1.44    0.000      0.0537  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.099 2685980.00
LPSB3   2.26    14.55      1.52    1.821      0.0092  0.841      7.36       10.07      -4.06       8.37        5.57    0.1809      0.187       1.82    0.0989      0.1044 446777.00
TNCP3   184.85  14.59      2.52    3.129      0.00    1.717      53.30      12.00      -22.58      12.03       8.83    0.2608      0.2144      1.15    0.1648      0.1729 0.00   
KSSA3   5.33    14.66      1.40    0.916      0.00    0.406      1.72       5.62       6.73        12.30       12.30   0.1631      0.0842      1.47    0.0767      0.0958 0.00   
ELUM4   47.90   14.79      1.99    1.251      0.00    1.178      3.07       19.64      3.34        14.90       14.90   0.0637      0.0846      2.02    0.094       0.1347 0.00   
TCOC3   38.85   14.90      1.80    2.225      0.00    1.307      3.78       14.48      4.39        12.23       12.23   0.1537      0.1493      2.53    0.1398      0.1206 0.00   
BPAC11  34.70   15.05      2.79    0.000      0.0215  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1851 280158000.00
RDCD3   35.16   15.07      14.74   7.936      0.00    0.925      21.14      13.40      22.70       14.25       14.26   0.5923      0.5265      1.05    0.0697      0.9778 0.00   
BOAS3   7.95    15.22      1.83    4.929      0.0321  1.699      3.34       25.60      3.54        18.69       8.52    0.1925      0.3239      12.37   0.1276      0.1204 0.00   
TMGC13  966.14  15.31      1.96    1.406      0.00    1.353      8.18       21.56      14.45       20.23       20.23   0.0652      0.0918      1.69    0.0873      0.1283 0.00   
BEMA3   10.80   15.32      1.22    1.293      0.00    0.808      3.18       14.34      11.45       14.43       8.11    0.0901      0.0844      2.66    0.0696      0.0795 0.00   
SBSP3   66.83   15.33      1.54    1.885      0.0191  0.774      -3647.90   8.88       -2.04       12.00       7.88    0.2121      0.1229      1.00    0.0925      0.1007 171595000.00
NUTR3   4.47    15.48      1.80    0.360      0.00    0.562      1.69       9.44       1184.01     10.40       9.28    0.0382      0.0233      1.94    0.0741      0.1163 18564.30
ILMD3   29.00   15.73      2.63    0.683      0.00    1.395      5.70       14.13      7.53        13.13       13.13   0.0484      0.0492      1.60    0.1252      0.1669 0.00   
SOMA3   6.13    15.74      0.63    0.922      0.0165  0.447      3.31       9.44       19.44       11.71       7.36    0.0976      0.0586      1.76    0.0517      0.04  96377500.00
VAMO3   9.33    15.95      2.11    1.710      0.0277  0.536      3.63       4.91       -1.18       9.09        7.32    0.348       0.1072      2.03    0.1261      0.1324 80362400.00
CRTP5   62.10   15.98      1.71    1.748      0.00    1.127      3.98       14.09      5.88        12.48       12.48   0.124       0.1094      2.14    0.1236      0.1068 0.00   
CRPG6   36.99   16.13      1.55    1.796      0.1419  1.146      2.11       75.41      2.69        68.74       24.00   0.0238      0.1113      4.80    0.0179      0.096 62437.10
BRGE12  10.50   16.26      0.58    218.010    0.00    0.262      0.69       -1.02      1.34        1.01        1.03    -213.082    20.3958     3.13    -0.5333     0.0356 871.60 
ILMD4   30.00   16.28      2.72    0.707      0.00    1.443      5.89       14.62      7.79        13.62       13.62   0.0484      0.0492      1.60    0.1252      0.1669 0.00   
DURA4   31.39   16.35      2.22    2.182      0.00    1.224      17.24      10.12      -10.49      11.47       11.47   0.2156      0.1339      1.27    0.1438      0.1359 0.00   
BMOB3   12.91   16.39      1.04    0.859      0.018   0.806      1.73       11.57      1.83        6.05        3.72    0.0743      0.0522      3.35    0.1286      0.0635 6577900.00
CRPG5   37.63   16.41      1.58    1.827      0.1395  1.166      2.14       76.71      2.73        70.05       24.46   0.0238      0.1113      4.80    0.0179      0.096 158809.00
VIVT4   45.34   16.56      1.09    1.472      0.00    0.629      -45.92     10.69      -2.41       12.56       4.39    0.1378      0.089       0.92    0.0663      0.0658 0.00   
DURA3   31.90   16.62      2.26    2.218      0.00    1.244      17.52      10.29      -10.66      11.64       11.64   0.2156      0.1339      1.27    0.1438      0.1359 0.00   
LREN3   16.09   16.64      1.59    1.157      0.0458  0.776      3.23       5.57       10.28       5.17        3.73    0.2079      0.0695      1.70    0.1838      0.0954 294914000.00
DPPI3   85.00   16.65      4.99    -1.453     0.00    3.753      8.70       190.72     9.75        177.18      177.18  -0.0076     -0.0504     3.14    0.03        0.2997 0.00   
BRGE11  10.75   16.65      0.59    223.201    0.0364  0.268      0.71       -1.05      1.37        0.99        1.01    -213.082    20.3958     3.13    -0.5333     0.0356 297.65 
BSLI4   13.17   16.68      1.94    0.000      11.6962 0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1162 3653.05
BRGE8   10.81   16.74      0.60    224.447    0.0301  0.269      0.72       -1.05      1.38        0.98        1.00    -213.082    20.3958     3.13    -0.5333     0.0356 1425.20
BRGE7   10.82   16.76      0.60    224.655    0.0422  0.270      0.72       -1.05      1.38        0.98        1.00    -213.082    20.3958     3.13    -0.5333     0.0356 216.40 
BRGE5   10.82   16.76      0.60    224.655    0.00    0.270      0.72       -1.05      1.38        0.98        1.00    -213.082    20.3958     3.13    -0.5333     0.0356 435.20 
CRIV4   5.73    16.83      0.55    0.000      0.0837  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0327 37546.40
MULT3   26.91   16.90      2.34    8.234      0.0411  1.494      101.30     10.67      -6.52       11.93       10.75   0.7716      0.4874      1.12    0.1528      0.1387 88253900.00
TUPY4   48.21   17.06      2.13    0.613      0.00    0.696      2.17       7.58       -11.68      10.04       7.23    0.0808      0.037       2.10    0.123       0.1247 0.00   
BSLI3   13.52   17.12      1.99    0.000      10.3577 0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1162 2994.95
TIMP3   13.46   17.13      1.43    1.903      0.00    0.818      15.37      9.79       -3.78       9.72        3.77    0.1944      0.1111      1.34    0.0967      0.0833 0.00   
PORT3   15.48   17.16      2.96    2.878      0.051   1.181      -47.41     11.54      -2.57       15.71       10.57   0.2494      0.1707      0.85    0.109       0.1727 4008210.00
BRGE3   11.09   17.17      0.61    230.261    0.00    0.276      0.73       -1.08      1.41        0.95        0.97    -213.082    20.3958     3.13    -0.5333     0.0356 4394.83
CRIV3   5.85    17.18      0.56    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0327 8953.92
BMTO4   7.57    17.27      2.07    0.000      0.00    2.030      0.00       -2625.16   0.00        -2624.05    -1477.48 0.00        0.00        0.00    0.00        0.12  0.00   
ARZZ3   59.92   17.29      2.30    1.405      0.0446  1.180      13.02      13.17      -160.89     14.06       9.80    0.1067      0.0811      1.23    0.1142      0.133 117494000.00
CRPG3   39.95   17.42      1.67    1.940      0.1314  1.237      2.28       81.44      2.90        74.78       26.11   0.0238      0.1113      4.80    0.0179      0.096 4090.27
DMVF3   5.20    17.46      0.31    0.158      0.00    0.173      3.71       1.84       -1.29       1.66        0.97    0.0859      0.009       1.19    0.1175      0.0175 183963.00
BFIT4   0.93    17.55      1.96    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1115 0.00   
BRGE6   11.40   17.65      0.63    236.697    0.0686  0.284      0.75       -1.11      1.45        0.92        0.94    -213.082    20.3958     3.13    -0.5333     0.0356 823.80 
BMTO3   7.82    17.84      2.14    0.000      0.00    2.097      0.00       -2711.85   0.00        -2710.74    -1526.30 0.00        0.00        0.00    0.00        0.12  0.00   
WHRL4   4.24    17.88      2.49    0.580      0.0485  0.671      10.67      9.59       -45.97      8.63        6.88    0.0604      0.0326      1.10    0.1717      0.1392 49586.50
VIVA3   29.00   17.89      3.65    3.337      0.0126  2.266      5.92       16.36      11.66       16.52       12.64   0.204       0.1865      3.01    0.1559      0.204 60725300.00
WHRL3   4.25    17.93      2.49    0.581      0.044   0.673      10.70      9.61       -46.08      8.65        6.90    0.0604      0.0326      1.10    0.1717      0.1392 18390.30
STBP3   8.36    17.96      3.30    3.730      0.0446  1.575      31.68      12.42      -4.75       12.16       8.87    0.3004      0.2077      1.35    0.1493      0.1836 40894200.00
TIMS3   17.05   18.00      1.61    1.765      0.0485  0.737      -14.32     9.32       -2.11       9.41        3.57    0.1894      0.0981      0.79    0.0929      0.0897 152262000.00
UCOP4   6.50    18.01      1.30    19.050     0.00    0.844      5.14       22.70      -8.61       24.17       41.56   0.8392      1.1051      13.37   0.0391      0.0723 0.00   
B3SA3   13.25   18.27      3.81    7.342      0.0317  1.611      14.13      14.26      -7.40       13.64       11.39   0.5148      0.4019      1.46    0.1652      0.2086 475467000.00
BFIT3   0.98    18.49      2.06    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1115 0.00   
TMCP3   56.00   18.58      1.38    1.525      0.00    0.937      3.85       24.25      4.74        19.68       19.68   0.0629      0.0975      2.30    0.0554      0.0744 0.00   
RPAD6   7.38    18.69      0.57    0.000      0.00    0.565      10.85      -86.44     10.86       -77.92      -77.92  0.00        0.00        12.57   -0.0069     0.0304 1190.18
TFCO4   13.42   18.83      5.48    3.313      0.0153  3.450      7.11       15.05      10.15       15.44       14.42   0.2201      0.1759      3.15    0.2702      0.2911 1778480.00
AFLT3   8.25    18.85      1.99    7.116      0.072   1.664      17.06      18.00      49.67       17.60       17.48   0.3953      0.3774      1.98    0.0979      0.1055 5897.30
SMLE3   92.82   18.88      21.91   6.635      0.00    6.477      -124.00    16.50      -42.31      16.32       13.20   0.4022      0.3514      0.91    0.4617      1.1604 0.00   
RPAD5   7.51    19.02      0.58    0.000      0.077   0.575      11.04      -87.96     11.06       -79.44      -79.44  0.00        0.00        12.57   -0.0069     0.0304 3689.85
VIVT3   52.62   19.22      1.26    1.709      0.0491  0.730      -53.30     12.40      -2.80       14.27       4.99    0.1378      0.089       0.92    0.0663      0.0658 127400000.00
CSED3   4.12    19.25      1.04    0.676      0.0571  0.318      13.06      4.23       -0.67       4.68        2.70    0.16        0.0351      1.12    0.0909      0.0542 1409790.00
TMCP4   58.20   19.31      1.44    1.585      0.00    0.973      4.00       25.21      4.92        20.63       20.63   0.0629      0.0975      2.30    0.0554      0.0744 0.00   
DMFN3   14.00   19.48      0.91    0.000      0.0381  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0466 140.00 
LUXM4   15.00   19.71      2.58    2.283      0.0099  1.880      4584.71    12.37      -14.12      12.04       7.65    0.1847      0.1158      1.00    0.1686      0.131 23506.40
PEAB3   34.85   19.85      0.65    8.979      0.0085  0.511      1.81       48.03      5.37        35.71       23.54   0.1869      0.4524      12.49   0.0144      0.0327 343.75 
RPAD3   7.85    19.88      0.60    0.000      0.00    0.601      11.54      -91.94     11.56       -83.42      -83.42  0.00        0.00        12.57   -0.0069     0.0304 4303.08
AUTM3   19.70   20.00      1.90    0.709      0.00    0.547      4.08       6.78       -2.42       8.22        8.99    0.1047      0.0431      1.48    0.1193      0.095 0.00   
AEDU11  37.35   20.13      1.13    1.405      0.00    0.732      5.77       13.93      -7.31       16.14       10.82   0.1008      0.0698      2.04    0.0577      0.056 0.00   
JPSA3   29.02   20.27      1.93    4.667      0.0029  0.468      2.34       12.96      -1.68       20.35       12.83   0.3602      0.4631      5.31    0.0456      0.0951 7666510.00
GGPS3   18.01   20.37      4.11    1.181      0.0144  1.252      3.72       11.42      -9.87       11.90       9.97    0.1034      0.0583      2.45    0.1529      0.2015 32891300.00
